,Unnamed: 0.1,file,trans,speaker,start,end,duration,dialect,dialect_int,trans_length,trans_int,edu,work,age,edu_int,work_int,age_int
38689,24294,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,HIM AND THE JANITORS WERE GONNA TAKE HIM DOWN INTO THE UM,DCA_se3_ag1_m_05,806.2669999999997,808.0799,1.8129000000000133,africa_american,0,57,9 10 14 28 2 15 5 28 21 9 6 28 11 2 15 10 21 16 19 20 28 24 6 19 6 28 8 16 15 15 2 28 21 2 12 6 28 9 10 14 28 5 16 24 15 28 10 15 21 16 28 21 9 6 28 22 14,Student_hs,Lower Middle Class,-19,7,0,0
38692,3023,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,BRING MY MAMA TO SCHOOL YOU KNOW,DCA_se2_ag3_m_02,1280.7171,1282.2326,1.5154999999999743,africa_american,0,32,3 19 10 15 8 28 14 26 28 14 2 14 2 28 21 16 28 20 4 9 16 16 13 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
38696,52551,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_01_1.wav,MY MOTHER SOME SO SHE COULD,DCA_se2_ag1_f_01,1391.1043,1392.3481,1.2437999999999647,africa_american,0,27,14 26 28 14 16 21 9 6 19 28 20 16 14 6 28 20 16 28 20 9 6 28 4 16 22 13 5,Student_ms,Upper Working Class,-19,8,5,0
38698,5169,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,THE CENTER OF EVERYTHING AROUND THERE,DCA_se2_ag1_m_02,1107.1003,1108.9087,1.8083999999998923,africa_american,0,37,21 9 6 28 4 6 15 21 6 19 28 16 7 28 6 23 6 19 26 21 9 10 15 8 28 2 19 16 22 15 5 28 21 9 6 19 6,Student_hs,Upper Working Class,-19,7,5,0
38710,31037,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_1.wav,SO THAT TURNED OUT PRETTY GOOD AT THE END,DCA_se1_ag1_m_07,521.0273,522.8733,1.846000000000004,africa_american,0,41,20 16 28 21 9 2 21 28 21 22 19 15 6 5 28 16 22 21 28 17 19 6 21 21 26 28 8 16 16 5 28 2 21 28 21 9 6 28 6 15 5,Student_hs,Lower Working Class,-19,7,1,0
38717,40430,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,PUT THE MARBLES IN THERE LIKE,DCA_se1_ag1_m_03,635.0544,636.4941,1.4397000000000162,africa_american,0,29,17 22 21 28 21 9 6 28 14 2 19 3 13 6 20 28 10 15 28 21 9 6 19 6 28 13 10 12 6,Student_ms,Lower Working Class,-19,8,1,0
38720,59782,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AND THEN UH IT'S ANOTHER ONE THAT I RECEIVE ALSO,DCA_se2_ag2_m_02,2358.5507,2360.8681,2.3174000000003616,africa_american,0,48,2 15 5 28 21 9 6 15 28 22 9 28 10 21 1 20 28 2 15 16 21 9 6 19 28 16 15 6 28 21 9 2 21 28 10 28 19 6 4 6 10 23 6 28 2 13 20 16,High School,Upper Working Class,20 to 29,3,5,1
38722,5131,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_02_1.wav,JACK JUMPED OVER THE CANDLESTICK,DCA_se3_ag2_m_02,296.3091,297.8377,1.528599999999983,africa_american,0,32,11 2 4 12 28 11 22 14 17 6 5 28 16 23 6 19 28 21 9 6 28 4 2 15 5 13 6 20 21 10 4 12,High School,Lower Middle Class,20 to 29,3,0,1
38725,33726,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,DID SPEAK UH FRENCH,DCA_se2_ag3_m_02,1422.5967,1424.2555,1.6587999999999283,africa_american,0,19,5 10 5 28 20 17 6 2 12 28 22 9 28 7 19 6 15 4 9,Some High School,Upper Working Class,30 to 50,5,5,2
38726,36155,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_05_1.wav,SEE WHEN I GO TO STUDY HALL EVERY WEEK THEY GAVE IT,DCA_se1_ag1_f_05,1174.094,1177.7128,3.6187999999999647,africa_american,0,51,20 6 6 28 24 9 6 15 28 10 28 8 16 28 21 16 28 20 21 22 5 26 28 9 2 13 13 28 6 23 6 19 26 28 24 6 6 12 28 21 9 6 26 28 8 2 23 6 28 10 21,Student_ms,Lower Working Class,-19,8,1,0
38731,38396,coraal/DCA_audio_2018.10.06/DCA_se1_ag2_f_01_1.wav,THING FROM FIFTEEN OR SIXTEEN BUT,DCA_se1_ag2_f_01,614.7281,616.6213,1.8931999999999791,africa_american,0,33,21 9 10 15 8 28 7 19 16 14 28 7 10 7 21 6 6 15 28 16 19 28 20 10 25 21 6 6 15 28 3 22 21,High School,Lower Working Class,20 to 29,3,1,1
38734,42191,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_02_1.wav,AND I'M A BIG OLD DUDE I'M BIGGER THAN I AM NOW,DCA_se1_ag4_m_02,974.4373,976.363,1.9257000000000064,africa_american,0,47,2 15 5 28 10 1 14 28 2 28 3 10 8 28 16 13 5 28 5 22 5 6 28 10 1 14 28 3 10 8 8 6 19 28 21 9 2 15 28 10 28 2 14 28 15 16 24,Some High School,Lower Working Class,51+,5,1,3
38737,53012,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_02_1.wav,SEEMS AS IF HE HAD READ EVERY BOOK THAT WAS OUT,DCA_se3_ag2_m_02,754.7359,756.8208,2.0848999999999482,africa_american,0,47,20 6 6 14 20 28 2 20 28 10 7 28 9 6 28 9 2 5 28 19 6 2 5 28 6 23 6 19 26 28 3 16 16 12 28 21 9 2 21 28 24 2 20 28 16 22 21,High School,Lower Middle Class,20 to 29,3,0,1
38738,28800,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_04_1.wav,RECALL THE STORY OF IT NOW,DCA_se3_ag3_m_04,417.9117,419.7709,1.8591999999999869,africa_american,0,26,19 6 4 2 13 13 28 21 9 6 28 20 21 16 19 26 28 16 7 28 10 21 28 15 16 24,High School,Lower Middle Class,30 to 50,3,0,2
38739,43753,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,AND SO THEY SAY THEY WOULD GET 'EM FOR 'EM YOU KNOW,DCA_se2_ag3_m_02,561.5329,563.7445,2.2115999999999763,africa_american,0,51,2 15 5 28 20 16 28 21 9 6 26 28 20 2 26 28 21 9 6 26 28 24 16 22 13 5 28 8 6 21 28 1 6 14 28 7 16 19 28 1 6 14 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
38749,9991,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_03_1.wav,SOMEBODY WAS GONNA GET KILLED,DCA_se1_ag1_f_03,903.8463,905.2731,1.4267999999999574,africa_american,0,29,20 16 14 6 3 16 5 26 28 24 2 20 28 8 16 15 15 2 28 8 6 21 28 12 10 13 13 6 5,Student_ms,Lower Working Class,-19,8,1,0
38750,31426,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,CHEMISTRY I LIKE I LIKE SCIENCES,DCA_se3_ag1_m_04,750.2026,751.7351,1.5325000000000273,africa_american,0,32,4 9 6 14 10 20 21 19 26 28 10 28 13 10 12 6 28 10 28 13 10 12 6 28 20 4 10 6 15 4 6 20,Student_hs,Lower Middle Class,-19,7,0,0
38759,21562,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,I NEVER WAS IN SAC,DCA_se2_ag1_m_05,1097.3659,1098.717,1.3510999999998603,africa_american,0,18,10 28 15 6 23 6 19 28 24 2 20 28 10 15 28 20 2 4,High School,Upper Working Class,-19,3,5,0
38762,20043,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,HIDE AND SEEK YOU WOULD UH,DCA_se2_ag1_m_05,80.7286,82.5732,1.8446,africa_american,0,26,9 10 5 6 28 2 15 5 28 20 6 6 12 28 26 16 22 28 24 16 22 13 5 28 22 9,High School,Upper Working Class,-19,3,5,0
38765,21503,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_f_02_1.wav,AND UH SINCE SHE HAS BEEN BACK THIS TIME SHE REMARRIED HER FIRST HUSBAND,DCA_se1_ag3_f_02,517.3646,521.6241,4.259500000000003,africa_american,0,72,2 15 5 28 22 9 28 20 10 15 4 6 28 20 9 6 28 9 2 20 28 3 6 6 15 28 3 2 4 12 28 21 9 10 20 28 21 10 14 6 28 20 9 6 28 19 6 14 2 19 19 10 6 5 28 9 6 19 28 7 10 19 20 21 28 9 22 20 3 2 15 5,Some College,Lower Working Class,30 to 50,4,1,2
38766,18712,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,BECAUSE MY LIFE WAS PRETTY EASY REALLY,DCA_se2_ag2_m_02,2185.693,2187.1047,1.41170000000011,africa_american,0,38,3 6 4 2 22 20 6 28 14 26 28 13 10 7 6 28 24 2 20 28 17 19 6 21 21 26 28 6 2 20 26 28 19 6 2 13 13 26,High School,Upper Working Class,20 to 29,3,5,1
38767,5221,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_06_1.wav,SOME OF 'EM HANG AROUND SCHOOL FOR A LITTLE WHILE,DCA_se1_ag1_m_06,288.6322,290.8145,2.182299999999998,africa_american,0,49,20 16 14 6 28 16 7 28 1 6 14 28 9 2 15 8 28 2 19 16 22 15 5 28 20 4 9 16 16 13 28 7 16 19 28 2 28 13 10 21 21 13 6 28 24 9 10 13 6,Student_hs,Lower Working Class,-19,7,1,0
38768,24136,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_03_1.wav,FOURTEEN FIFTEEN YEARS OLD,DCA_se2_ag2_m_03,259.6306,261.0895,1.4588999999999714,africa_american,0,26,7 16 22 19 21 6 6 15 28 7 10 7 21 6 6 15 28 26 6 2 19 20 28 16 13 5,High School,Upper Working Class,20 to 29,3,5,1
38772,56194,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,I TOLD 'EM THAT I WAS FINISHED SEE,DCA_se3_ag4_m_02,1333.8846,1335.2768,1.3922000000000023,africa_american,0,34,10 28 21 16 13 5 28 1 6 14 28 21 9 2 21 28 10 28 24 2 20 28 7 10 15 10 20 9 6 5 28 20 6 6,High School,Lower Middle Class,51+,3,0,3
38775,7648,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AND THEN I SEE WELL IT MIGHT BREAK THE WINDOW PANE IF I SWUNG THE BAT,DCA_se2_ag2_m_02,2545.2548,2547.9079,2.6530999999999962,africa_american,0,69,2 15 5 28 21 9 6 15 28 10 28 20 6 6 28 24 6 13 13 28 10 21 28 14 10 8 9 21 28 3 19 6 2 12 28 21 9 6 28 24 10 15 5 16 24 28 17 2 15 6 28 10 7 28 10 28 20 24 22 15 8 28 21 9 6 28 3 2 21,High School,Upper Working Class,20 to 29,3,5,1
38784,9723,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_01_1.wav,GOT OUT OF THE SPACE SHIP,DCA_se2_ag1_f_01,492.7585,494.1434,1.3848999999999592,africa_american,0,25,8 16 21 28 16 22 21 28 16 7 28 21 9 6 28 20 17 2 4 6 28 20 9 10 17,Student_ms,Upper Working Class,-19,8,5,0
38801,27261,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_01_1.wav,WELL SOMETIMES,DCA_se3_ag1_m_01,1262.0526,1263.3809,1.3283000000001266,africa_american,0,14,24 6 13 13 28 20 16 14 6 21 10 14 6 20,Student_ms,Upper Class,-19,8,3,0
38804,46372,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_03_1.wav,BUT THAT'S ABOUT THE CLOSEST,DCA_se3_ag3_m_03,1037.5377,1039.3216,1.7838999999999032,africa_american,0,28,3 22 21 28 21 9 2 21 1 20 28 2 3 16 22 21 28 21 9 6 28 4 13 16 20 6 20 21,Graduate School,Upper Class,30 to 50,2,3,2
38805,4746,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_01_1.wav,THE TEACHERS WE DIDN'T LIKE WE PULLED SOME ROTTEN TRICKS ON 'EM,DCA_se3_ag2_m_01,1318.7745,1321.9873,3.212800000000016,africa_american,0,63,21 9 6 28 21 6 2 4 9 6 19 20 28 24 6 28 5 10 5 15 1 21 28 13 10 12 6 28 24 6 28 17 22 13 13 6 5 28 20 16 14 6 28 19 16 21 21 6 15 28 21 19 10 4 12 20 28 16 15 28 1 6 14,Some College,Lower Middle Class,20 to 29,4,0,1
38806,16306,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_1.wav,THEN THE LAST PERSON ON LAST LEG YOU KNOW THE BIG THING,DCA_se3_ag1_m_02,159.5325,161.9176,2.3850999999999942,africa_american,0,55,21 9 6 15 28 21 9 6 28 13 2 20 21 28 17 6 19 20 16 15 28 16 15 28 13 2 20 21 28 13 6 8 28 26 16 22 28 12 15 16 24 28 21 9 6 28 3 10 8 28 21 9 10 15 8,Student_hs,Upper Middle Class,-19,7,4,0
38807,12846,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AT LEAST THAT WAY I WAS CLEAN EVERYDAY WHEN I WENT TO SCHOOL AND HAD MONEY IN MY POCKET,DCA_se2_ag2_m_02,938.211,940.8007,2.589699999999993,africa_american,0,87,2 21 28 13 6 2 20 21 28 21 9 2 21 28 24 2 26 28 10 28 24 2 20 28 4 13 6 2 15 28 6 23 6 19 26 5 2 26 28 24 9 6 15 28 10 28 24 6 15 21 28 21 16 28 20 4 9 16 16 13 28 2 15 5 28 9 2 5 28 14 16 15 6 26 28 10 15 28 14 26 28 17 16 4 12 6 21,High School,Upper Working Class,20 to 29,3,5,1
38810,990,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,AND UH HE SHOWED THE PEOPLE HOW TO UH,DCA_se3_ag3_m_01,869.7545,873.0673,3.3128000000000384,africa_american,0,37,2 15 5 28 22 9 28 9 6 28 20 9 16 24 6 5 28 21 9 6 28 17 6 16 17 13 6 28 9 16 24 28 21 16 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
38811,1100,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,SEEING IT'S GETTING HARDER AND HARDER UH,DCA_se2_ag1_m_02,569.9156,571.9118,1.9961999999999307,africa_american,0,40,20 6 6 10 15 8 28 10 21 1 20 28 8 6 21 21 10 15 8 28 9 2 19 5 6 19 28 2 15 5 28 9 2 19 5 6 19 28 22 9,Student_hs,Upper Working Class,-19,7,5,0
38817,2983,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_f_01_1.wav,OUT ON OCCASIONS TO CLUBS IN THE EVENINGS AND OUT TO DINNER BUT,DCA_se3_ag3_f_01,905.0608,909.124,4.063199999999938,africa_american,0,63,16 22 21 28 16 15 28 16 4 4 2 20 10 16 15 20 28 21 16 28 4 13 22 3 20 28 10 15 28 21 9 6 28 6 23 6 15 10 15 8 20 28 2 15 5 28 16 22 21 28 21 16 28 5 10 15 15 6 19 28 3 22 21,High School,Lower Middle Class,30 to 50,3,0,2
38829,18216,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_03_1.wav,SO HE CAME IN SAID,DCA_se3_ag1_f_03,1067.6496,1069.2257,1.5760999999999967,africa_american,0,18,20 16 28 9 6 28 4 2 14 6 28 10 15 28 20 2 10 5,Student_ms,Lower Middle Class,-19,8,0,0
38835,17069,coraal/DCA_audio_2018.10.06/DCA_se1_ag2_m_01_1.wav,YOU HAVE A LINE A DOUBLE LINE GOING AROUND TO THE NEXT BLOCK,DCA_se1_ag2_m_01,1475.2853,1478.3334,3.0480999999999767,africa_american,0,60,26 16 22 28 9 2 23 6 28 2 28 13 10 15 6 28 2 28 5 16 22 3 13 6 28 13 10 15 6 28 8 16 10 15 8 28 2 19 16 22 15 5 28 21 16 28 21 9 6 28 15 6 25 21 28 3 13 16 4 12,Some High School,Lower Working Class,20 to 29,5,1,1
38836,7234,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_02_1.wav,AND HE AIN'T SEE HIM HE JUMPED ON HIM,DCA_se1_ag1_m_02,826.7371,828.2199,1.4827999999999977,africa_american,0,37,2 15 5 28 9 6 28 2 10 15 1 21 28 20 6 6 28 9 10 14 28 9 6 28 11 22 14 17 6 5 28 16 15 28 9 10 14,Student_ms,Lower Working Class,-19,8,1,0
38839,31817,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_01_1.wav,WELL WE'RE USUALLY TOGETHER IT'S JUST THE THREE OF US MY MOTHER MY FATHER AND MYSELF WE USUALLY HAVE A QUIET,DCA_se3_ag2_f_01,1582.429,1587.862,5.433000000000219,africa_american,0,108,24 6 13 13 28 24 6 1 19 6 28 22 20 22 2 13 13 26 28 21 16 8 6 21 9 6 19 28 10 21 1 20 28 11 22 20 21 28 21 9 6 28 21 9 19 6 6 28 16 7 28 22 20 28 14 26 28 14 16 21 9 6 19 28 14 26 28 7 2 21 9 6 19 28 2 15 5 28 14 26 20 6 13 7 28 24 6 28 22 20 22 2 13 13 26 28 9 2 23 6 28 2 28 18 22 10 6 21,Student_college,Upper Middle Class,20 to 29,6,4,1
38852,53135,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_04_1.wav,UNLESS YOU HAVE BUCKSHOT,DCA_se3_ag3_m_04,751.569,753.0378,1.4687999999999874,africa_american,0,24,22 15 13 6 20 20 28 26 16 22 28 9 2 23 6 28 3 22 4 12 20 9 16 21,High School,Lower Middle Class,30 to 50,3,0,2
38853,10178,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,I DON'T KNOW I KIND OF LIKED THAT TOO SO,DCA_se2_ag1_m_02,2217.1571,2219.1667,2.0096000000003187,africa_american,0,40,10 28 5 16 15 1 21 28 12 15 16 24 28 10 28 12 10 15 5 28 16 7 28 13 10 12 6 5 28 21 9 2 21 28 21 16 16 28 20 16,Student_hs,Upper Working Class,-19,7,5,0
38860,24944,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_02_1.wav,YOU GO UP AND DOWN A BOARD,DCA_se2_ag1_f_02,24.4731,26.0368,1.5637000000000008,africa_american,0,26,26 16 22 28 8 16 28 22 17 28 2 15 5 28 5 16 24 15 28 2 28 3 16 2 19 5,Student_ms,Upper Working Class,-19,8,5,0
38862,12963,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,CUT A WALL INTO A LITTLE BLOCK,DCA_se2_ag1_f_03,1073.7436,1075.2963,1.552699999999959,africa_american,0,30,4 22 21 28 2 28 24 2 13 13 28 10 15 21 16 28 2 28 13 10 21 21 13 6 28 3 13 16 4 12,Student_ms,Upper Working Class,-19,8,5,0
38865,41762,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_02_1.wav,LIKE I DID THIS BOY,DCA_se1_ag1_m_02,1867.0856,1868.2933,1.2076999999999316,africa_american,0,19,13 10 12 6 28 10 28 5 10 5 28 21 9 10 20 28 3 16 26,Student_ms,Lower Working Class,-19,8,1,0
38871,6228,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_2.wav,IT SEEMS TO ME A LOT OF PEOPLE,DCA_se3_ag1_m_02,117.2624,118.5344,1.2720000000000056,africa_american,0,30,10 21 28 20 6 6 14 20 28 21 16 28 14 6 28 2 28 13 16 21 28 16 7 28 17 6 16 17 13 6,Student_hs,Upper Middle Class,-19,7,4,0
38885,48884,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_03_1.wav,TO TRY TO SAVE HIM YOU KNOW,DCA_se2_ag2_m_03,965.8807,967.3875,1.5067999999999984,africa_american,0,27,21 16 28 21 19 26 28 21 16 28 20 2 23 6 28 9 10 14 28 26 16 22 28 12 15 16 24,High School,Upper Working Class,20 to 29,3,5,1
38889,4995,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_04_1.wav,YOU KNOW SOMETHING TO DRINK AND PLAY RECORDS AND WE HAVING A GOOD TIME YOU KNOW,DCA_se2_ag1_m_04,653.0318,656.1875,3.1557000000000244,africa_american,0,79,26 16 22 28 12 15 16 24 28 20 16 14 6 21 9 10 15 8 28 21 16 28 5 19 10 15 12 28 2 15 5 28 17 13 2 26 28 19 6 4 16 19 5 20 28 2 15 5 28 24 6 28 9 2 23 10 15 8 28 2 28 8 16 16 5 28 21 10 14 6 28 26 16 22 28 12 15 16 24,Student_hs,Upper Working Class,-19,7,5,0
38893,25942,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_06_1.wav,I HADN'T EVEN ASKED FOR EITHER ONE,DCA_se3_ag1_f_06,1448.7479999999994,1450.296,1.5480000000002292,africa_american,0,34,10 28 9 2 5 15 1 21 28 6 23 6 15 28 2 20 12 6 5 28 7 16 19 28 6 10 21 9 6 19 28 16 15 6,Student_hs,Upper Class,-19,7,3,0
38894,10,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,AND I'D BRING MY WIFE FROM ALABAMA BACK TO WASHINGTON,DCA_se2_ag3_m_01,2561.7329,2564.1686,2.435699999999997,africa_american,0,53,2 15 5 28 10 1 5 28 3 19 10 15 8 28 14 26 28 24 10 7 6 28 7 19 16 14 28 2 13 2 3 2 14 2 28 3 2 4 12 28 21 16 28 24 2 20 9 10 15 8 21 16 15,Some High School,Upper Working Class,30 to 50,5,5,2
38895,16458,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_2.wav,UH WELL YOU KNOW I WAS COMING FROM A PARTY ON MY SIXTEENTH BIRTHDAY,DCA_se1_ag1_m_07,221.3638,224.7522,3.3883999999999905,africa_american,0,67,22 9 28 24 6 13 13 28 26 16 22 28 12 15 16 24 28 10 28 24 2 20 28 4 16 14 10 15 8 28 7 19 16 14 28 2 28 17 2 19 21 26 28 16 15 28 14 26 28 20 10 25 21 6 6 15 21 9 28 3 10 19 21 9 5 2 26,Student_hs,Lower Working Class,-19,7,1,0
38896,16051,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,I USUALLY FALL ASLEEP ON THAT I NEVER SEE THE END,DCA_se3_ag2_f_03,394.7241,396.7501,2.0259999999999536,africa_american,0,49,10 28 22 20 22 2 13 13 26 28 7 2 13 13 28 2 20 13 6 6 17 28 16 15 28 21 9 2 21 28 10 28 15 6 23 6 19 28 20 6 6 28 21 9 6 28 6 15 5,Some College,Lower Middle Class,20 to 29,4,0,1
38897,60886,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,SHE LET THE THIRD GRADE GO,DCA_se2_ag1_f_03,520.8395,522.1542,1.3146999999999025,africa_american,0,26,20 9 6 28 13 6 21 28 21 9 6 28 21 9 10 19 5 28 8 19 2 5 6 28 8 16,Student_ms,Upper Working Class,-19,8,5,0
38901,57906,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,PRINTED IT IN ALL THE NEWSPAPERS AND EVERYTHING,DCA_se2_ag1_m_02,346.5585,348.5239,1.965400000000045,africa_american,0,47,17 19 10 15 21 6 5 28 10 21 28 10 15 28 2 13 13 28 21 9 6 28 15 6 24 20 17 2 17 6 19 20 28 2 15 5 28 6 23 6 19 26 21 9 10 15 8,Student_hs,Upper Working Class,-19,7,5,0
38905,7713,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_06_1.wav,COLORED DETECTIVE FROM UH THE NORTH,DCA_se2_ag1_m_06,259.3694,261.1692,1.7998000000000047,africa_american,0,35,4 16 13 16 19 6 5 28 5 6 21 6 4 21 10 23 6 28 7 19 16 14 28 22 9 28 21 9 6 28 15 16 19 21 9,High School,Upper Working Class,-19,3,5,0
38908,34514,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,THE CAR WENT INTO A SPIN,DCA_se3_ag1_m_04,2253.5976,2255.1069,1.5093000000001666,africa_american,0,24,21 9 6 28 4 2 19 28 24 6 15 21 28 10 15 21 16 28 2 28 20 17 10 15,Student_hs,Lower Middle Class,-19,7,0,0
38909,51757,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_01_1.wav,I THINK I MUST HAVE HAD HIM ABOUT TWO WEEKS,DCA_se3_ag2_f_01,752.4002,754.9027,2.502499999999941,africa_american,0,43,10 28 21 9 10 15 12 28 10 28 14 22 20 21 28 9 2 23 6 28 9 2 5 28 9 10 14 28 2 3 16 22 21 28 21 24 16 28 24 6 6 12 20,Student_college,Upper Middle Class,20 to 29,6,4,1
38915,59757,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,SOMEBODY BUT NOW THEY DON'T GO FOR THIS YOU KNOW,DCA_se2_ag3_m_01,1269.6072,1272.0734,2.466200000000072,africa_american,0,48,20 16 14 6 3 16 5 26 28 3 22 21 28 15 16 24 28 21 9 6 26 28 5 16 15 1 21 28 8 16 28 7 16 19 28 21 9 10 20 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
38917,19836,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,BUT I ALWAYS HAD TO PUT,DCA_se3_ag4_m_02,1828.3711,1829.6285,1.2573999999999614,africa_american,0,23,3 22 21 28 10 28 2 13 24 2 26 20 28 9 2 5 28 21 16 28 17 22 21,High School,Lower Middle Class,51+,3,0,3
38923,19447,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_04_1.wav,I THINK CHET HUNTLEY AND DAVID BRINKLEY IS MAY FAVORITE NEWS,DCA_se3_ag3_m_04,363.283,366.7422,3.4592000000000094,africa_american,0,60,10 28 21 9 10 15 12 28 4 9 6 21 28 9 22 15 21 13 6 26 28 2 15 5 28 5 2 23 10 5 28 3 19 10 15 12 13 6 26 28 10 20 28 14 2 26 28 7 2 23 16 19 10 21 6 28 15 6 24 20,High School,Lower Middle Class,30 to 50,3,0,2
38924,33932,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_03_1.wav,SO THE SOLUTION TO THAT OF COURSE IS NOT TO LOOK AT IT,DCA_se3_ag3_m_03,709.9754,712.6647,2.689300000000003,africa_american,0,54,20 16 28 21 9 6 28 20 16 13 22 21 10 16 15 28 21 16 28 21 9 2 21 28 16 7 28 4 16 22 19 20 6 28 10 20 28 15 16 21 28 21 16 28 13 16 16 12 28 2 21 28 10 21,Graduate School,Upper Class,30 to 50,2,3,2
38925,9779,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_1.wav,HALF THE YOU KNOW TEENAGERS DON'T MAKE IT CAUSE UH,DCA_se1_ag1_m_07,822.8777,825.2153,2.3375999999999517,africa_american,0,50,9 2 13 7 28 21 9 6 28 26 16 22 28 12 15 16 24 28 21 6 6 15 2 8 6 19 20 28 5 16 15 1 21 28 14 2 12 6 28 10 21 28 4 2 22 20 6 28 22 9,Student_hs,Lower Working Class,-19,7,1,0
38936,34443,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_02_1.wav,THEY'LL COME SEE ME BUT I'M NOT GOING TO SEE THEM,DCA_se1_ag4_m_02,1993.412,1995.243,1.830999999999904,africa_american,0,49,21 9 6 26 1 13 13 28 4 16 14 6 28 20 6 6 28 14 6 28 3 22 21 28 10 1 14 28 15 16 21 28 8 16 10 15 8 28 21 16 28 20 6 6 28 21 9 6 14,Some High School,Lower Working Class,51+,5,1,3
38937,24789,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_03_1.wav,YEAH I'M'A GET DRESSED UP,DCA_se1_ag1_f_03,768.7792,770.1408,1.3616000000000668,africa_american,0,25,26 6 2 9 28 10 1 14 1 2 28 8 6 21 28 5 19 6 20 20 6 5 28 22 17,Student_ms,Lower Working Class,-19,8,1,0
